	SNP	Chromosome	Position	trait1
553	ENSG00000235090	7	75552072	0.191762980267068
554	ENSG00000235105	1	48901638	0.124139245930014
555	ENSG00000235151	2	242786531	0.842055466662321
556	ENSG00000235172	5	169758432	0.0890561875526634
557	ENSG00000235213	14	23171351	0.141877360755893
558	ENSG00000235288	3	42846695	0.9535789075388
559	ENSG00000235366	13	46255224	0.0732308760575261
560	ENSG00000235385	23	13284166	0.0750478284885877
561	ENSG00000235413	4	17913296	0.483550538971253
562	ENSG00000235436	7	89748713	0.115932388255695
563	ENSG00000235438	13	21834153	0.51464083734839
564	ENSG00000235482	3	37789600	0.312070438606026
565	ENSG00000235489	10	65928714	0.273261192213314
566	ENSG00000235500	13	19466399	0.547711452595885
567	ENSG00000235574	7	27531300	0.0298654382421228
568	ENSG00000235586	2	38828739	0.0255204189358243
569	ENSG00000235641	9	93921854	0.0109669328796366
570	ENSG00000235688	2	945319	0.979055527919996
571	ENSG00000235721	2	110765251	0.00126504249729976
572	ENSG00000235748	1	197107877	0.00227424492254088
573	ENSG00000235781	6	30484042	0.310506030062139
574	ENSG00000235806	23	38629583	0.238758858846244
575	ENSG00000235830	3	9298442	0.0151160754577309
576	ENSG00000235890	21	45926689	0.195360884482163
577	ENSG00000235902	4	186587038	0.792836147713337
578	ENSG00000235904	3	29305684	0.78693805807941
579	ENSG00000235939	10	50627322	0.0382096232132591
580	ENSG00000235997	2	30569524	0.865260211460345
581	ENSG00000236114	10	44018703	0.0637773383397367
582	ENSG00000236132	22	32212364	0.810896508698729
583	ENSG00000236153	2	181844153	0.887215068579618
584	ENSG00000236155	1	26536231	0.035869404065708
585	ENSG00000236165	3	37017806	0.378321262509562
586	ENSG00000236166	6	132406223	0.198561097002758
587	ENSG00000236319	17	53604324	0.60199719026668
588	ENSG00000236333	12	72647287	0.933405678988406
589	ENSG00000236348	2	17566357	0.0568882764660527
590	ENSG00000236360	1	53458867	0.919277192579808
591	ENSG00000236394	9	139947225	0.293105969194832
592	ENSG00000236411	3	37831411	0.28380088447289
593	ENSG00000236434	1	51730587	0.854881499250751
594	ENSG00000236471	21	16439390	0.0471747963823228
595	ENSG00000236481	16	26596075	0.461519254149986
596	ENSG00000236510	7	3682446	0.377438422909557
597	ENSG00000236583	8	100245275	0.0261808517159914
598	ENSG00000236592	7	35208835	0.392006925928483
599	ENSG00000236683	23	26766145	0.000396253716643527
600	ENSG00000236708	7	3303663	0.0502057034882941
601	ENSG00000236710	11	3105622	0.871942469782036
602	ENSG00000236732	3	32192574	0.00325245186291384
603	ENSG00000236797	10	77142150	0.13738281679768
604	ENSG00000236882	5	95187935	0.327306420719302
605	ENSG00000236993	10	57427100	0.700333414824444
606	ENSG00000236998	9	71403222	0.424481521078264
607	ENSG00000237064	7	109599274	0.958335252201835
608	ENSG00000237135	10	31207940	0.627533309008816
609	ENSG00000237154	6	27375475	0.533441360306979
610	ENSG00000237233	10	63212396	0.221110651970807
611	ENSG00000237234	6	112475966	0.0352644515903902
612	ENSG00000237259	20	18294408	0.370477175764687
613	ENSG00000237260	2	177203364	0.657676981003022
614	ENSG00000237307	23	136058575	0.391680588478805
615	ENSG00000237352	1	59522314	0.506641222112033
616	ENSG00000237398	6	33098992	0.0139007983077302
617	ENSG00000237438	22	17517459	0.0697899390875148
618	ENSG00000237510	2	96455401	0.564827284894004
619	ENSG00000237513	7	104581509	0.102896464430078
620	ENSG00000237520	1	235092977	0.996921386471388
621	ENSG00000237529	9	85891290	0.681647055303523
622	ENSG00000237588	1	156657486	0.0233258014063962
623	ENSG00000237624	1	39980627	0.771608042023937
624	ENSG00000237632	7	102902446	0.86713381462378
625	ENSG00000237637	13	32599450	0.134225871103292
626	ENSG00000237647	8	687650	0.00219086790787688
627	ENSG00000237742	6	125899703	0.000112725206300123
628	ENSG00000237766	12	67659621	0.99911100412284
629	ENSG00000237775	6	30834758	0.222183869405152
630	ENSG00000237813	7	115878313	0.0042448579409832
631	ENSG00000237887	2	54756479	0.639057755023198
632	ENSG00000237943	10	6622380	0.0719301162101506
633	ENSG00000237949	10	60759385	0.203001145064759
634	ENSG00000237978	3	178244292	0.132768962019893
635	ENSG00000238086	13	48890998	0.0567394556938605
636	ENSG00000238107	1	147767286	0.286557695809802
637	ENSG00000238171	2	181940777	0.222640677170412
638	ENSG00000238246	10	20359733	0.197536568671201
639	ENSG00000238290	1	8086797	0.544689422809967
640	ENSG00000238406	9	131306194	0.0100885953957643
641	ENSG00000238829	2	202006626	0.784843030076056
642	ENSG00000238934	1	161110997	0.571520634012989
643	ENSG00000239317	5	145518333	0.0718562808849185
644	ENSG00000239405	3	128256862	0.473016950591037
645	ENSG00000239413	12	101818218	0.74369322161211
646	ENSG00000239532	4	37822982	0.629107468461155
647	ENSG00000239593	9	124042140	0.114779389828116
648	ENSG00000239602	5	145517317	0.720613214893991
649	ENSG00000239801	3	57614536	0.0362617922763944
650	ENSG00000239804	3	125506730	0.184829633443991
651	ENSG00000239828	3	106991476	0.445251639706138
652	ENSG00000239959	3	75495919	0.922389584817388
653	ENSG00000240106	19	16650498	0.713613205135848
654	ENSG00000240240	9	42410362	0.00868497666726563
655	ENSG00000240338	16	75259971	0.58400662643805
656	ENSG00000240366	15	75478991	0.114883432041176
657	ENSG00000240441	12	108113375	0.142751375074692
658	ENSG00000240602	3	151488215	0.710813598058605
659	ENSG00000240625	6	43003935	0.0359597896658813
660	ENSG00000240710	1	204572162	0.156925116466789
661	ENSG00000240808	11	17159522	0.0156606991581462
662	ENSG00000240929	1	149369721	0.264723404884798
663	ENSG00000241218	3	107046676	0.287275250248335
664	ENSG00000241307	3	155478405	0.713583437581054
665	ENSG00000241418	23	130929684	0.0567757315827473
666	ENSG00000241684	3	64670584	0.478405553351227
667	ENSG00000241720	1	110268441	0.561095607699483
668	ENSG00000241765	12	69816435	0.472474863568452
669	ENSG00000241782	11	77579767	0.467084423382001
670	ENSG00000241985	3	149366783	0.765413005457739
671	ENSG00000242052	3	119354372	0.00284740803910205
672	ENSG00000242078	7	129423209	0.993672139201171
673	ENSG00000242104	3	141382040	0.730821135367245
674	ENSG00000242199	3	124452264	0.0205449511427028
675	ENSG00000242288	10	75434052	0.365925460391341
676	ENSG00000242353	11	30389694	0.0315882095517508
677	ENSG00000242405	12	12308195	0.949915032324138
678	ENSG00000242607	8	12427858	0.445759414963058
679	ENSG00000242611	7	77037	0.490960757617579
680	ENSG00000242634	15	67524783	0.941411561631573
681	ENSG00000242696	2	203221843	0.0129255775531958
682	ENSG00000242941	14	69159806	0.855482076830232
683	ENSG00000243064	21	15646412	0.331386001802587
684	ENSG00000243384	3	58558470	0.343396767697535
685	ENSG00000243422	3	75673836	0.700823560385044
686	ENSG00000243504	8	98877281	0.527307595737634
687	ENSG00000243514	17	70623369	0.110932112032869
688	ENSG00000243609	16	48611434	0.660674311817541
689	ENSG00000243642	19	58581337	0.0432067492111203
690	ENSG00000243659	1	27637730	0.635758743630683
691	ENSG00000243738	9	123965436	0.432306267183294
692	ENSG00000243742	11	61382507	0.000307081903037748
693	ENSG00000243854	12	19456413	0.599409462038264
694	ENSG00000244019	5	76841221	0.60038744191235
695	ENSG00000244124	3	141637093	0.556773576368404
696	ENSG00000244176	11	61779222	0.449545802503937
697	ENSG00000244196	3	109190175	0.276874569585638
698	ENSG00000244381	3	169427082	0.836606928574841
699	ENSG00000244433	1	95138473	0.987626023818565
700	ENSG00000244468	3	149002568	0.0930276769728077
701	ENSG00000244527	18	18699142	0.468922269940695
702	ENSG00000244564	3	64430906	0.179497548701795
703	ENSG00000244593	8	18240783	0.714688131632738
704	ENSG00000244699	3	75433209	0.091503209177958
705	ENSG00000244753	17	10763851	0.0121286113833875
706	ENSG00000244756	14	61038741	0.922241868696389
707	ENSG00000244953	11	43965336	0.997612577655435
708	ENSG00000245025	8	22842108	0.0393514349769737
709	ENSG00000245330	8	120879658	0.10101629935423
710	ENSG00000245869	11	118756549	0.0441165631005662
711	ENSG00000246448	4	144621409	0.541567281742385
712	ENSG00000247925	6	11173684	0.0683130054709872
713	ENSG00000247970	14	100070892	0.281903001240982
714	ENSG00000248113	4	83501269	0.431996992972936
715	ENSG00000248115	4	53811815	0.884061465831818
716	ENSG00000248180	4	88128243	0.709594360127672
717	ENSG00000248196	4	88087995	0.355816758091568
718	ENSG00000248235	8	22446786	0.460717765582868
719	ENSG00000248362	5	147265648	9.5418736604124e-05
720	ENSG00000248459	3	129717373	0.390365576180452
721	ENSG00000248468	3	131236674	0.409957745316961
722	ENSG00000248491	4	128018252	0.987102581480977
723	ENSG00000248576	12	54556922	0.169433012102159
724	ENSG00000248587	5	37840539	0.837329077869021
725	ENSG00000248626	5	159377499	0.586650738464939
726	ENSG00000248632	4	165889738	0.407769621221452
727	ENSG00000248693	5	18704541	0.11937531204099
728	ENSG00000248698	4	14113591	0.114250912580143
729	ENSG00000248774	4	174243356	0.174623389168169
730	ENSG00000248810	4	142240603	0.150953160271627
731	ENSG00000248830	19	35033366	0.392438123258052
732	ENSG00000248873	5	42465501	0.152130934870971
733	ENSG00000248884	5	67726253	0.322103061202712
734	ENSG00000248896	8	10586823	0.641730586463181
735	ENSG00000248925	5	269972	0.0498715673458589
736	ENSG00000248968	5	10248436	0.279104250578191
737	ENSG00000248994	5	1933976	0.0625318700161082
738	ENSG00000249001	4	88489186	0.0133207799969724
739	ENSG00000249013	4	156927629	0.141191493325665
740	ENSG00000249072	4	78929665	0.742768962588233
741	ENSG00000249085	5	72090231	0.32909457875178
742	ENSG00000249159	5	8387750	0.147419148143547
743	ENSG00000249210	19	47061897	0.776605535178813
744	ENSG00000249245	4	146545310	0.361357526829187
745	ENSG00000249258	8	16988689	0.467243922023336
746	ENSG00000249274	3	98501031	0.293360259036542
747	ENSG00000249293	5	73073863	0.569489749695987
748	ENSG00000249304	4	114864411	0.37110200548227
749	ENSG00000249609	4	169750069	0.86550013886446
750	ENSG00000249624	21	34619078	0.199274884197455
751	ENSG00000249650	5	602734	0.362296788100551
752	ENSG00000249661	4	141562993	0.741349496308614
753	ENSG00000249669	5	148786251	0.376185696491071
754	ENSG00000249706	4	54766037	0.397832284931702
755	ENSG00000249721	5	66988639	0.327239652354794
756	ENSG00000249741	4	144832666	0.936729615583742
757	ENSG00000249755	4	89448310	0.762200322290047
758	ENSG00000249767	4	9080748	0.271294661849391
759	ENSG00000249776	5	91745962	0.633431446802899
760	ENSG00000249790	12	8940852	0.433522090556986
761	ENSG00000249797	5	117260702	0.146067751434959
762	ENSG00000249834	5	147686860	0.222272544716039
763	ENSG00000249856	5	74213550	0.153475235710295
764	ENSG00000249859	8	128902873	0.0013014041453267
765	ENSG00000249908	5	767511	0.0877824565495678
766	ENSG00000249916	5	121705456	0.878614237666622
767	ENSG00000249978	7	38374641	0.295493767119214
768	ENSG00000250012	3	125803062	0.157957681073621
769	ENSG00000250015	5	115638050	0.724197009357052
770	ENSG00000250030	4	68311984	0.500061338629908
771	ENSG00000250081	5	64782270	0.262129214876564
772	ENSG00000250155	5	36666315	0.440898009813393
773	ENSG00000250234	5	34656516	0.219253968751128
774	ENSG00000250240	5	95036952	0.0161313587037788
775	ENSG00000250266	4	171195069	0.0820067667491618
776	ENSG00000250282	17	48178067	0.695269700630419
777	ENSG00000250290	8	121647797	0.00142976392251599
778	ENSG00000250327	4	187079049	0.863453868192054
779	ENSG00000250343	5	146559766	0.727143503441873
780	ENSG00000250413	4	10008105	0.154435452671558
781	ENSG00000250420	5	178191861	0.265254250284271
782	ENSG00000250424	7	30893009	0.567384092103675
783	ENSG00000250444	5	114847773	0.0454397855058635
784	ENSG00000250470	22	24319094	0.0325140750816732
785	ENSG00000250471	4	8176147	0.356325634711729
786	ENSG00000250596	4	175444851	0.185871616870578
787	ENSG00000250629	5	38783681	0.507143712731814
788	ENSG00000250643	3	129672947	0.487662851076271
789	ENSG00000250651	4	103817881	0.0486757472635451
790	ENSG00000250654	12	54470621	0.346610395630868
791	ENSG00000250669	5	66985860	0.675326975750988
792	ENSG00000250697	5	33023160	0.02514746530894
793	ENSG00000250794	8	12278540	0.932703500286376
794	ENSG00000250878	13	103532448	0.0188144428675647
795	ENSG00000250934	3	125985638	0.882842032454952
796	ENSG00000250956	5	126515447	0.669950664611149
797	ENSG00000250982	16	28251013	0.555886260677717
798	ENSG00000250986	4	3760474	0.195109145295308
799	ENSG00000251066	5	84845226	0.280944704803844
800	ENSG00000251087	4	9705373	0.41436421496877
801	ENSG00000251187	5	111527882	0.0742926559678557
802	ENSG00000251189	5	38682171	0.354452153309212
803	ENSG00000251235	5	75672499	0.858515926621711
804	ENSG00000251320	5	147266674	9.95173333735492e-06
805	ENSG00000251332	4	37997114	0.373862135798046
806	ENSG00000251363	14	41424102	0.506171943397087
807	ENSG00000251374	5	81560975	0.0150173205459622
808	ENSG00000251402	8	12272588	0.824147073062187
809	ENSG00000251409	5	95171646	0.135610984652735
810	ENSG00000251463	4	119114559	0.790959480243157
811	ENSG00000251468	8	12815895	0.524974202334359
812	ENSG00000251535	4	330046	0.25581775699901
813	ENSG00000251584	4	175457790	0.196076376273936
814	ENSG00000251637	11	67653947	0.0037768301297567
815	ENSG00000251682	5	60642952	0.698089633180588
816	ENSG00000251687	4	146754269	0.651064291043113
817	ENSG00000251819	15	101092024	0.257211962057748
818	ENSG00000252061	15	79191181	0.490553230176409
819	ENSG00000252464	5	178046728	0.435055571353054
820	ENSG00000252498	6	76353799	0.927735484856464
821	ENSG00000252503	4	139976628	0.675223056593543
822	ENSG00000252950	21	33935384	0.133203469788169
823	ENSG00000253123	8	37188189	0.894219661911217
824	ENSG00000253133	8	41391673	0.060165406761168
825	ENSG00000253161	8	37308280	0.00905622538897818
826	ENSG00000253163	5	178804531	0.00666632108196048
827	ENSG00000253177	8	93681063	0.129729563218162
828	ENSG00000253190	8	67024901	0.769912691960517
829	ENSG00000253194	6	119255949	0.154378169590614
830	ENSG00000253295	5	172185228	0.880097464990326
831	ENSG00000253348	5	170174050	0.683362649193743
832	ENSG00000253384	8	17946077	0.0755990870489683
833	ENSG00000253390	8	23316113	0.958821057745934
834	ENSG00000253399	4	1352266	0.189903220275242
835	ENSG00000253475	8	52808516	0.855822134218702
836	ENSG00000253483	8	23340528	0.672768186769535
837	ENSG00000253541	8	57389384	0.279976300907433
838	ENSG00000253616	8	22928889	0.470055550085336
839	ENSG00000253636	8	73964412	0.669841350430491
840	ENSG00000253688	8	49464574	0.765943901411844
841	ENSG00000253736	5	172189982	0.521477598570354
842	ENSG00000253771	13	25498814	0.933870158490179
843	ENSG00000253829	8	38702383	0.059957643342948
844	ENSG00000253853	8	2584857	0.966728530740555
845	ENSG00000253893	8	8025340	0.25333273504921
846	ENSG00000253923	8	103430206	0.102033688853399
847	ENSG00000253931	8	144494918	0.0380957289749631
848	ENSG00000253944	8	17658853	0.173252121055993
849	ENSG00000253983	8	75111630	0.0335127817827928
850	ENSG00000254006	8	65713792	0.0796669100338593
851	ENSG00000254017	9	5113548	0.747098786415229
852	ENSG00000254042	5	168133571	0.301331946009744
853	ENSG00000254057	8	94846681	0.166406596847329
854	ENSG00000254132	5	93904633	0.000294391711540198
855	ENSG00000254143	8	40018976	0.369760912339541
856	ENSG00000254153	8	8314418	0.288855082881685
857	ENSG00000254192	5	168081517	0.802181179687559
858	ENSG00000254204	8	54427729	0.690818516903254
859	ENSG00000254208	8	86089756	0.424896827210232
860	ENSG00000254211	5	173213792	0.189411442515872
861	ENSG00000254274	8	54985673	0.179273607116084
862	ENSG00000254281	8	103991012	0.527865976268758
863	ENSG00000254288	8	74964574	0.465681559405519
864	ENSG00000254337	8	69760976	0.00343799623220035
865	ENSG00000254348	8	48100927	0.454718271645845
866	ENSG00000254362	8	26298006	0.443748510943081
867	ENSG00000254414	15	85175128	0.214887559878496
868	ENSG00000254417	11	69918539	0.108233078744245
869	ENSG00000254418	11	14284391	0.396015371003512
870	ENSG00000254420	11	78035803	0.694529084890504
871	ENSG00000254427	11	45376921	0.3449631364988
872	ENSG00000254429	11	74971170	0.219344806246973
873	ENSG00000254506	11	101455025	0.515533679954471
874	ENSG00000254510	11	66176628	0.418808908071355
875	ENSG00000254527	8	12063267	0.330816225641195
876	ENSG00000254528	11	117704433	0.456895448585808
877	ENSG00000254533	8	145923998	0.106382854861155
878	ENSG00000254545	1	32254730	0.0242532529151785
879	ENSG00000254561	11	119479134	0.477627822140976
880	ENSG00000254602	11	57405496	0.312627061144218
881	ENSG00000254667	11	123301057	0.899608869300098
882	ENSG00000254706	1	162335196	0.969940106510352
883	ENSG00000254810	11	76365212	0.0334597775064695
884	ENSG00000254847	11	12559629	0.256571033015407
885	ENSG00000254859	8	144624142	0.270611904949061
886	ENSG00000254905	11	126162816	0.0230170422679478
887	ENSG00000254912	15	32786203	0.200756326164437
888	ENSG00000254944	11	122831034	0.642384919961877
889	ENSG00000254948	8	11777408	0.202847025940401
890	ENSG00000254965	11	82822101	0.0253762834639551
891	ENSG00000254966	11	18728083	0.38358512961817
892	ENSG00000254967	11	125820010	0.170797533161747
893	ENSG00000254981	8	38258053	0.593033773119145
894	ENSG00000255000	8	146273245	0.58414488009005
895	ENSG00000255046	8	11655436	0.108875262369728
896	ENSG00000255050	8	144655659	0.114465448405922
897	ENSG00000255052	8	11973290	0.0088864148255334
898	ENSG00000255085	8	145925737	0.331503991862423
899	ENSG00000255090	11	122026129	0.00708546591021061
900	ENSG00000255122	8	12437795	0.0392042105992777
901	ENSG00000255222	11	86005801	0.131581859380736
902	ENSG00000255234	11	82997170	0.52894439376475
903	ENSG00000255310	8	10965297	0.294575490043702
904	ENSG00000255328	11	327170	0.0405187440482072
905	ENSG00000255343	8	144915439	0.181087380572053
906	ENSG00000255345	11	78803892	9.78503514840596e-05
907	ENSG00000255353	11	107047011	0.25564549646833
908	ENSG00000255362	11	75921999	0.809523614108802
909	ENSG00000255363	11	76339139	0.471789767659097
910	ENSG00000255382	11	82502703	0.300746473233094
911	ENSG00000255389	6	111921077	0.174038847686168
912	ENSG00000255418	11	23186732	0.898053069981744
913	ENSG00000255421	11	75848358	0.746435304328962
914	ENSG00000255465	11	128485761	0.34615762446148
915	ENSG00000255478	11	65134908	0.760507978230998
916	ENSG00000255479	11	76336505	0.0930963144683203
917	ENSG00000255495	8	12051975	0.0527567044503769
918	ENSG00000255504	11	101018880	0.128459497587071
919	ENSG00000255606	11	69253132	0.818858300460686
920	ENSG00000255621	12	13153384	0.0226258372751555
921	ENSG00000255624	10	124639245	0.202465208874059
922	ENSG00000255642	12	64215800	0.471678235633056
923	ENSG00000255652	12	34343971	0.00616671589250203
924	ENSG00000255655	12	109883214	0.174953941286512
925	ENSG00000255725	12	25956136	0.927274108646877
926	ENSG00000255819	12	10524951	0.00143205463326842
927	ENSG00000255839	12	124192148	0.573131001137728
928	ENSG00000255843	11	72013182	0.223402714552673
929	ENSG00000255864	12	24366189	0.100752426095194
930	ENSG00000255872	9	37588409	0.0966768301505697
931	ENSG00000255909	12	19566086	0.483255766351549
932	ENSG00000255921	12	25102096	0.0171964743079456
933	ENSG00000255966	12	6641455	0.00754186346455159
934	ENSG00000255967	12	8786962	0.36594285434787
935	ENSG00000255986	16	56669650	0.853931576309412
936	ENSG00000256001	12	127629616	0.653793866277892
937	ENSG00000256037	12	67745215	0.0365187127294716
938	ENSG00000256069	12	9381128	0.016018284067068
939	ENSG00000256139	12	109549022	0.683447088169625
940	ENSG00000256407	1	54609064	0.248844504105914
941	ENSG00000256427	12	9399092	0.00129211065136655
942	ENSG00000256552	12	8472976	0.488974219353096
943	ENSG00000256609	12	119619852	0.339684634344668
944	ENSG00000256612	19	41430123	0.587223353998339
945	ENSG00000256632	12	133264634	0.532655092469342
946	ENSG00000256663	12	20704523	0.262566701885923
947	ENSG00000256705	14	102299771	0.121042864541306
948	ENSG00000256720	12	9287679	0.175709379699508
949	ENSG00000256955	12	132341964	0.000227937790615504
950	ENSG00000257002	11	62677017	0.297725039528051
951	ENSG00000257043	11	18686596	0.116735181446931
952	ENSG00000257086	11	64014410	0.0335918257467241
953	ENSG00000257121	12	95494306	0.833543669976791
954	ENSG00000257150	12	96043030	0.869822826558583
955	ENSG00000257199	12	77377858	0.55955701726155
956	ENSG00000257210	12	93517838	0.0544201062452977
957	ENSG00000257322	12	93397190	0.822068695394288
958	ENSG00000257341	14	105953535	0.531513614592711
959	ENSG00000257345	12	93392993	0.258760308413784
960	ENSG00000257431	12	82906455	0.126981486811575
961	ENSG00000257496	12	46778015	0.972089673930439
962	ENSG00000257605	12	53692448	0.0286146231650788
963	ENSG00000257647	15	25272882	0.0638433494323335
964	ENSG00000257735	12	48744727	0.0022532909761168
965	ENSG00000257803	12	100972521	0.217967161958007
966	ENSG00000257817	12	115151615	0.29103424399342
967	ENSG00000257924	12	47747536	0.907524670128748
968	ENSG00000257925	12	47631516	0.00211994008482408
969	ENSG00000257953	12	58230874	0.4562397054897
970	ENSG00000257999	12	105496249	0.381528771563855
971	ENSG00000258010	15	80726135	0.961951446047212
972	ENSG00000258086	12	54747575	0.0609995252428279
973	ENSG00000258092	12	2906301	0.132440996402165
974	ENSG00000258100	12	91755972	0.743882311848806
975	ENSG00000258116	12	47735396	0.445266768977231
976	ENSG00000258128	12	88175939	0.929727632271864
977	ENSG00000258168	12	70861859	0.440219718981992
978	ENSG00000258230	12	102166891	0.444172060705242
979	ENSG00000258249	12	117037074	0.11551749898986
980	ENSG00000258376	14	73710725	0.694663514169084
981	ENSG00000258399	14	101361106	0.00284070405172184
982	ENSG00000258404	14	102100790	0.225532022404745
983	ENSG00000258424	14	90868866	0.702748608195442
984	ENSG00000258435	12	121829764	0.433237807540125
985	ENSG00000258439	14	75124751	0.34783918844992
986	ENSG00000258443	14	73983936	0.397813253570061
987	ENSG00000258446	14	91885792	0.191037667138719
988	ENSG00000258501	14	82382574	0.987082386321442
989	ENSG00000258520	14	69705882	0.364654520331885
990	ENSG00000258555	22	24666865	0.979637079768262
991	ENSG00000258572	14	95982472	0.0213575409101254
992	ENSG00000258590	15	20862966	0.00140743116996457
993	ENSG00000258603	14	74083411	0.442654547149441
994	ENSG00000258604	14	21492330	0.27839551648998
995	ENSG00000258623	14	69150127	0.242240602955938
996	ENSG00000258636	14	42057063	0.532229948754254
997	ENSG00000258657	14	25064928	0.826568648789418
998	ENSG00000258679	12	57216768	0.0573070393842938
999	ENSG00000258695	14	73989581	0.686527894352908
1000	ENSG00000258789	14	89017940	0.33519814550358
1001	ENSG00000258794	12	34361349	0.0302231168907861
1002	ENSG00000258847	14	66424014	0.0770452354797033
1003	ENSG00000258857	14	50863730	0.889547909594721
1004	ENSG00000258919	14	102095320	0.108675317690974
1005	ENSG00000258926	14	62004225	0.260976420810746
1006	ENSG00000258943	14	63764843	0.610585920958827
1007	ENSG00000258952	14	61107447	0.0524565350040272
1008	ENSG00000258983	14	88965677	0.895719451993109
1009	ENSG00000258987	14	94405900	0.111493722289575
1010	ENSG00000258998	14	45232359	0.796851670492108
1011	ENSG00000258999	14	81573376	0.642168037196228
1012	ENSG00000259040	6	7881754	0.711779174112983
1013	ENSG00000259093	14	63589750	0.100485024309661
1014	ENSG00000259113	14	50915524	0.0296882206641979
1015	ENSG00000259138	14	75593855	0.110430807017875
1016	ENSG00000259155	14	50144086	0.181157328534884
1017	ENSG00000259171	14	21152745	0.431260889270935
1018	ENSG00000259236	15	102311960	0.0619168761448795
1019	ENSG00000259318	14	55861657	0.830665796738901
1020	ENSG00000259319	14	75890385	0.0152105594734697
1021	ENSG00000259353	15	59149029	0.95493627680289
1022	ENSG00000259359	15	96714809	0.0542775873471302
1023	ENSG00000259367	15	86162853	0.142633905117951
1024	ENSG00000259392	15	33129183	0.0688757822676872
1025	ENSG00000259405	15	41240933	0.41090723552149
1026	ENSG00000259425	15	23096868	0.931509790411256
1027	ENSG00000259430	15	100913143	0.208487633311179
1028	ENSG00000259459	15	63682334	0.409798519191236
1029	ENSG00000259519	15	45462541	0.226648748090418
1030	ENSG00000259542	15	96936374	0.0661548306633841
1031	ENSG00000259546	15	81188530	0.592611490126812
1032	ENSG00000259548	15	80124807	0.839309567665904
1033	ENSG00000259584	15	40367404	0.282373199126216
1034	ENSG00000259628	7	76673037	0.556267296881778
1035	ENSG00000259649	15	81188531	0.383767825891362
1036	ENSG00000259660	15	102291234	0.509044579224835
1037	ENSG00000259665	15	35373344	0.0105747366039111
1038	ENSG00000259683	15	84944426	0.133071366574718
1039	ENSG00000259704	15	91382953	0.272342135852888
1040	ENSG00000259709	15	52416757	0.0120189212699667
1041	ENSG00000259738	15	59157204	0.10785037981053
1042	ENSG00000259744	15	71141221	0.854197139546245
1043	ENSG00000259747	15	38964047	0.0833437981937331
1044	ENSG00000259780	16	2285689	0.653266898519099
1045	ENSG00000259783	15	72900827	0.948743618733057
1046	ENSG00000259799	11	68923377	0.553014031458284
1047	ENSG00000259807	16	29228490	0.000579625462668618
1048	ENSG00000259834	1	111196181	2.70535615843527e-07
1049	ENSG00000259869	10	43246625	0.219503060134418
1050	ENSG00000259883	15	42213614	0.0040446051091103
1051	ENSG00000259884	12	52452242	0.408592349536055
1052	NA	NA	NA	0.0183865659122213
1053	ENSG00000259920	7	130121331	0.187480261355124
1054	ENSG00000259969	14	58460262	0.851722087771808
1055	ENSG00000260025	2	36581891	0.801134239156498
1056	ENSG00000260078	16	53398893	0.195092386295753
1057	ENSG00000260105	17	41019295	0.467273979246645
1058	ENSG00000260123	15	89584453	0.00374118587406929
1059	ENSG00000260128	15	30864940	0.710594558486323
1060	ENSG00000260132	16	1458834	0.191595007406892
1061	ENSG00000260173	15	72432844	0.0296876309869754
1062	ENSG00000260176	16	2694084	0.758054892886784
1063	ENSG00000260209	11	125742925	0.829150520262197
1064	ENSG00000260277	16	22094576	0.170364071270664
1065	ENSG00000260284	16	1336351	0.488337537914663
1066	ENSG00000260302	18	12774649	0.974912188263765
1067	NA	NA	NA	0.847093930454005
1068	ENSG00000260398	8	79518186	0.178794295577067
1069	ENSG00000260409	15	20935075	0.460816864945233
1070	ENSG00000260412	9	27937614	0.0315713155192322
1071	ENSG00000260454	9	93759335	3.25073494259141e-05
1072	ENSG00000260455	6	22135185	0.743818166763878
1073	ENSG00000260498	16	87807093	0.025220547200777
1074	ENSG00000260500	19	7983536	0.00794097257495371
1075	ENSG00000260509	13	25874261	0.122336983667059
1076	ENSG00000260549	16	56651387	0.126759095364919
1077	ENSG00000260578	18	65149027	0.00315718242862713
1078	ENSG00000260608	15	83681412	0.121234914941682
1079	ENSG00000260633	3	134066129	0.27310896749313
1080	ENSG00000260645	6	81176674	0.844875272970776
1081	NA	NA	NA	0.038699643310365
1082	ENSG00000260664	16	72459846	0.0157683422830297
1083	ENSG00000260686	5	122168050	0.00571695522892358
1084	NA	NA	NA	0.496558277823086
1085	ENSG00000260693	15	30832295	0.274993022130684
1086	ENSG00000260714	16	25027298	0.176879489501965
1087	ENSG00000260742	2	182752577	0.0577580398284831
1088	ENSG00000260757	16	31413885	0.00129579099747285
1089	ENSG00000260798	16	68848232	0.190717153224185
1090	ENSG00000260838	8	73859384	0.642932963727392
1091	ENSG00000260844	15	29008585	0.833079138389419
1092	ENSG00000260886	16	71599691	0.176991426684612
1093	ENSG00000260918	4	47433976	0.234308209170042
1094	ENSG00000260920	1	40929990	0.490918169225506
1095	ENSG00000260924	22	19158907	0.130219937014289
1096	ENSG00000260932	16	83963400	0.192301524101967
1097	ENSG00000260942	2	241522116	0.733796633908697
1098	ENSG00000260947	9	33697456	0.720921440869221
1099	ENSG00000260953	16	29273593	0.00234274770004938
1100	ENSG00000260977	2	47004921	0.624908964385239
1101	ENSG00000261026	8	22536525	0.311755166372001
1102	ENSG00000261033	17	19911363	0.82999123076103
